entity_id,type,code,canonical_name,tier,market_cap_bil,aliases,parent,gics1,gics2,gics3,sources
TICKER:MSH,TICKER,MSH,CTCP May Sông Hồng,1,3353.13,CTCP May Sông Hồng | May Sông Hồng,,Hàng tiêu dùng không thiết yếu,Hàng tiêu dùng lâu bền và trang phục,"Dệt may & Trang phục, phụ kiện",company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:MSN,TICKER,MSN,CTCP Tập đoàn Masan,1,97260.95,CTCP Tập đoàn Masan | Masan | Masan Group | WinCommerce | WinMart | WinMart+ | Masan Consumer | Phúc Long | MEATDeli,,Hàng tiêu dùng thiết yếu,Thực phẩm & Đồ uống,Thực phẩm,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:MSR,TICKER,MSR,CTCP Masan High-Tech Materials,1,53370.22,CTCP Masan High-Tech Materials | Masan High-Tech Materials,,Nguyên vật liệu,Kim loại & Khai khoáng,Kim loại không chứa sắt,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:MST,TICKER,MST,CTCP Đầu tư MST,1,1079.24,CTCP Đầu tư MST | Đầu tư MST,,Công nghiệp,Tư liệu sản xuất,Xây dựng,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:MTA,TICKER,MTA,Tổng Công ty Khoáng sản và Thương mại Hà Tĩnh - CTCP,1,1156.19,Tổng Công ty Khoáng sản và Thương mại Hà Tĩnh - CTCP | Khoáng sản và Thương mại Hà Tĩnh,,Nguyên vật liệu,Vật liệu xây dựng,Vật liệu xây dựng,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:MTG,TICKER,MTG,CTCP MT Gas,2,104.5,CTCP MT Gas | MT Gas,,Năng lượng,Năng lượng,Dầu khí,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:MTH,TICKER,MTH,CTCP Môi trường Đô thị Hà Đông,2,119.7,CTCP Môi trường Đô thị Hà Đông | Môi trường Đô thị Hà Đông,,Công nghiệp,Các dịch vụ thương mại và chuyên biệt,Dịch vụ môi trường,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:MTP,TICKER,MTP,CTCP Dược Medipharco,2,128.9,CTCP Dược Medipharco | Dược Medipharco,,Y tế,Dược phẩm & Công nghệ sinh học,Dược phẩm,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:MTS,TICKER,MTS,CTCP Vật tư - TKV,2,135.0,CTCP Vật tư - TKV | Vật tư - TKV,,Hàng tiêu dùng không thiết yếu,Bán lẻ,Bán lẻ,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:MVB,TICKER,MVB,Tổng Công ty Công nghiệp mỏ Việt Bắc TKV - CTCP,1,1470.0,Tổng Công ty Công nghiệp mỏ Việt Bắc TKV - CTCP | Công nghiệp mỏ Việt Bắc TKV,,Năng lượng,Năng lượng,Than đá và nhiên liệu khác,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:MVC,TICKER,MVC,CTCP Vật liệu và Xây dựng Bình Dương,1,1190.0,CTCP Vật liệu và Xây dựng Bình Dương | Vật liệu và Xây dựng Bình Dương,,Nguyên vật liệu,Vật liệu xây dựng,Vật liệu xây dựng,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:MVN,TICKER,MVN,Tổng Công ty Hàng hải Việt Nam - CTCP,1,73917.53,Tổng Công ty Hàng hải Việt Nam - CTCP | Hàng hải Việt Nam,,Công nghiệp,Cơ sở hạ tầng giao thông vận tải,Dịch vụ cảng biển,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:MWG,TICKER,MWG,CTCP Đầu tư Thế giới Di động,1,103008.44,CTCP Đầu tư Thế giới Di động | Đầu tư Thế giới Di động | Thế Giới Di Động | Thegioididong | Bách Hóa Xanh | Bach Hoa Xanh | Điện Máy Xanh | Dien May Xanh | An Khang | EraBlue,,Hàng tiêu dùng không thiết yếu,Bán lẻ,Bán lẻ,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:MZG,TICKER,MZG,CTCP Miza,1,1550.7,CTCP Miza | Miza,,Nguyên vật liệu,Giấy và các sản phẩm từ gỗ,Giấy,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:NAB,TICKER,NAB,Ngân hàng TMCP Nam Á,1,24070.87,Ngân hàng TMCP Nam Á | Nam Á | Nam A Bank | NamABank,,Tài chính,Ngân hàng,Ngân hàng,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:NAF,TICKER,NAF,CTCP Nafoods Group,1,2936.74,CTCP Nafoods Group | Nafoods Group,,Hàng tiêu dùng thiết yếu,Thực phẩm & Đồ uống,Thực phẩm,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:NAG,TICKER,NAG,CTCP Tập đoàn Nagakawa,1,383.94,CTCP Tập đoàn Nagakawa | Nagakawa,,Công nghiệp,Tư liệu sản xuất,Thiết bị điện,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:NAP,TICKER,NAP,CTCP Cảng Nghệ Tĩnh,2,238.84,CTCP Cảng Nghệ Tĩnh | Cảng Nghệ Tĩnh,,Công nghiệp,Vận tải,Hỗ trợ vận tải,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:NAS,TICKER,NAS,CTCP Dịch vụ Hàng không Sân bay Việt Nam,2,251.96,CTCP Dịch vụ Hàng không Sân bay Việt Nam | Dịch vụ Hàng không Sân bay Việt Nam,,Công nghiệp,Cơ sở hạ tầng giao thông vận tải,Dịch vụ sân bay,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:NAV,TICKER,NAV,CTCP Nam Việt,2,110.4,CTCP Nam Việt | Nam Việt,,Nguyên vật liệu,Vật liệu xây dựng,Vật liệu xây dựng,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:NAW,TICKER,NAW,CTCP Cấp nước Nghệ An,1,329.0,CTCP Cấp nước Nghệ An | Cấp nước Nghệ An,,Dịch vụ công cộng,Dịch vụ công cộng,Nước,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:NBB,TICKER,NBB,CTCP Đầu tư Năm Bảy Bảy,1,1698.04,CTCP Đầu tư Năm Bảy Bảy | Đầu tư Năm Bảy Bảy,,Bất động sản,Quản lý và phát triển bất động sản,Bất động sản phức hợp,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:NBC,TICKER,NBC,CTCP Than Núi Béo - Vinacomin,2,273.79,CTCP Than Núi Béo - Vinacomin | Than Núi Béo - Vinacomin,,Năng lượng,Năng lượng,Than đá và nhiên liệu khác,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:NBT,TICKER,NBT,CTCP Cấp thoát nước Bến Tre,1,411.6,CTCP Cấp thoát nước Bến Tre | Cấp thoát nước Bến Tre,,Dịch vụ công cộng,Dịch vụ công cộng,Nước,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:NBW,TICKER,NBW,CTCP Cấp nước Nhà Bè,1,316.1,CTCP Cấp nước Nhà Bè | Cấp nước Nhà Bè,,Dịch vụ công cộng,Dịch vụ công cộng,Nước,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:NCG,TICKER,NCG,CTCP Đầu tư Anova Agri,1,1413.46,CTCP Đầu tư Anova Agri | Đầu tư Anova Agri,,Y tế,Dược phẩm & Công nghệ sinh học,Dược phẩm,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:NCS,TICKER,NCS,CTCP Suất ăn Hàng không Nội Bài,1,604.85,CTCP Suất ăn Hàng không Nội Bài | Suất ăn Hàng không Nội Bài,,Công nghiệp,Cơ sở hạ tầng giao thông vận tải,Dịch vụ sân bay,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:NCT,TICKER,NCT,CTCP Dịch vụ Hàng hóa Nội Bài,1,2200.54,CTCP Dịch vụ Hàng hóa Nội Bài | Dịch vụ Hàng hóa Nội Bài,,Công nghiệp,Cơ sở hạ tầng giao thông vận tải,Dịch vụ sân bay,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:ND2,TICKER,ND2,CTCP Đầu tư và Phát triển Điện Miền Bắc 2,1,1639.8,CTCP Đầu tư và Phát triển Điện Miền Bắc 2 | Đầu tư và Phát triển Điện Miền Bắc 2,,Dịch vụ công cộng,Dịch vụ công cộng,Điện,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:NDC,TICKER,NDC,CTCP Nam Dược,1,849.87,CTCP Nam Dược | Nam Dược,,Y tế,Dược phẩm & Công nghệ sinh học,Dược phẩm,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:NDN,TICKER,NDN,CTCP Đầu tư Phát triển Nhà Đà Nẵng,1,609.09,CTCP Đầu tư Phát triển Nhà Đà Nẵng | Đầu tư Phát triển Nhà Đà Nẵng,,Bất động sản,Quản lý và phát triển bất động sản,Bất động sản phức hợp,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:NDP,TICKER,NDP,CTCP Dược phẩm 2/9,2,219.78,CTCP Dược phẩm 2/9 | Dược phẩm 2/9,,Y tế,Dược phẩm & Công nghệ sinh học,Dược phẩm,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:NDW,TICKER,NDW,CTCP Cấp nước Nam Định,1,664.02,CTCP Cấp nước Nam Định | Cấp nước Nam Định,,Dịch vụ công cộng,Dịch vụ công cộng,Nước,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:NED,TICKER,NED,CTCP Đầu tư và Phát triển Điện Tây Bắc,2,226.8,CTCP Đầu tư và Phát triển Điện Tây Bắc | Đầu tư và Phát triển Điện Tây Bắc,,Dịch vụ công cộng,Dịch vụ công cộng,Điện,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:NEM,TICKER,NEM,CTCP Thiết bị điện Miền Bắc,2,117.69,CTCP Thiết bị điện Miền Bắc | Thiết bị điện Miền Bắc,,Công nghiệp,Tư liệu sản xuất,Thiết bị điện,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:NET,TICKER,NET,CTCP Bột giặt NET,1,1355.1,CTCP Bột giặt NET | Bột giặt NET,,Hàng tiêu dùng thiết yếu,Sản phẩm cá nhân & hộ gia đình,Sản phẩm gia dụng không lâu bền,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:NFC,TICKER,NFC,CTCP Phân lân Ninh Bình,1,849.49,CTCP Phân lân Ninh Bình | Phân lân Ninh Bình,,nan,nan,nan,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:NHA,TICKER,NHA,Tổng Công ty Đầu tư Phát triển Nhà và Đô thị Nam Hà Nội,2,148.44,Tổng Công ty Đầu tư Phát triển Nhà và Đô thị Nam Hà Nội | Đầu tư Phát triển Nhà và Đô thị Nam Hà Nội,,Công nghiệp,Tư liệu sản xuất,Xây dựng,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:NHD,TICKER,NHD,CTCP Dược phẩm Nam Hà,2,298.48,CTCP Dược phẩm Nam Hà | Dược phẩm Nam Hà,,,,,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx
TICKER:NHH,TICKER,NHH,CTCP Nhựa Hà Nội,1,1109.31,CTCP Nhựa Hà Nội | Nhựa Hà Nội,,Nguyên vật liệu,Nguyên vật liệu,Hóa chất,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:NHT,TICKER,NHT,CTCP Sản xuất và Thương mại Nam Hoa,2,270.04,CTCP Sản xuất và Thương mại Nam Hoa | Sản xuất và Thương mại Nam Hoa,,Hàng tiêu dùng không thiết yếu,Hàng tiêu dùng lâu bền và trang phục,Đồ gia dụng lâu bền,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:NKG,TICKER,NKG,CTCP Thép Nam Kim,1,4972.47,CTCP Thép Nam Kim | Thép Nam Kim | Nam Kim,,Nguyên vật liệu,Kim loại & Khai khoáng,Thép,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:NLG,TICKER,NLG,CTCP Đầu tư Nam Long,1,11521.06,CTCP Đầu tư Nam Long | Đầu tư Nam Long,,Bất động sản,Quản lý và phát triển bất động sản,Bất động sản phức hợp,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:NNC,TICKER,NNC,CTCP Đá Núi Nhỏ,1,809.94,CTCP Đá Núi Nhỏ | Đá Núi Nhỏ,,Nguyên vật liệu,Vật liệu xây dựng,Vật liệu xây dựng,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:NNT,TICKER,NNT,CTCP Cấp nước Ninh Thuận,1,578.94,CTCP Cấp nước Ninh Thuận | Cấp nước Ninh Thuận,,Dịch vụ công cộng,Dịch vụ công cộng,Nước,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:NQB,TICKER,NQB,CTCP Cấp nước Quảng Bình,2,130.95,CTCP Cấp nước Quảng Bình | Cấp nước Quảng Bình,,Dịch vụ công cộng,Dịch vụ công cộng,Nước,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:NQN,TICKER,NQN,CTCP Nước sạch Quảng Ninh,1,508.32,CTCP Nước sạch Quảng Ninh | Nước sạch Quảng Ninh,,Dịch vụ công cộng,Dịch vụ công cộng,Nước,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:NQT,TICKER,NQT,CTCP Nước sạch Quảng Trị,2,144.04,CTCP Nước sạch Quảng Trị | Nước sạch Quảng Trị,,Dịch vụ công cộng,Dịch vụ công cộng,Nước,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:NRC,TICKER,NRC,CTCP Tập đoàn Bất động sản Quốc gia,1,425.95,CTCP Tập đoàn Bất động sản Quốc gia | Bất động sản Quốc gia,,Bất động sản,Quản lý và phát triển bất động sản,Bất động sản phức hợp,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:NS2,TICKER,NS2,CTCP Nước sạch Số 2 Hà Nội,1,880.4,CTCP Nước sạch Số 2 Hà Nội | Nước sạch Số 2 Hà Nội,,Dịch vụ công cộng,Dịch vụ công cộng,Nước,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:NSC,TICKER,NSC,CTCP Tập đoàn Giống cây trồng Việt Nam,1,1133.56,CTCP Tập đoàn Giống cây trồng Việt Nam | Giống cây trồng Việt Nam,,Hàng tiêu dùng thiết yếu,Thực phẩm & Đồ uống,Thực phẩm,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:NSG,TICKER,NSG,CTCP Nhựa Sài Gòn,2,112.31,CTCP Nhựa Sài Gòn | Nhựa Sài Gòn,,Nguyên vật liệu,Vật liệu xây dựng,Bao bì và đóng gói,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
SECURITY_OTHER:NSHC,SECURITY_OTHER,NSHC,NSHC,1,,,,Nguyên vật liệu,Kim loại & Khai khoáng,Kim loại không chứa sắt,industry_classification/industry_classification.xlsx
TICKER:NSL,TICKER,NSL,CTCP Cấp nước Sơn La,2,193.75,CTCP Cấp nước Sơn La | Cấp nước Sơn La,,Dịch vụ công cộng,Dịch vụ công cộng,Nước,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:NST,TICKER,NST,CTCP Ngân Sơn,2,138.9,CTCP Ngân Sơn | Ngân Sơn,,Hàng tiêu dùng thiết yếu,Thực phẩm & Đồ uống,Thuốc lá,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:NT2,TICKER,NT2,CTCP Điện lực Dầu khí Nhơn Trạch 2,1,5829.49,CTCP Điện lực Dầu khí Nhơn Trạch 2 | Điện lực Dầu khí Nhơn Trạch 2,,Dịch vụ công cộng,Dịch vụ công cộng,Điện,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:NTC,TICKER,NTC,CTCP Khu Công nghiệp Nam Tân Uyên,1,3100.8,CTCP Khu Công nghiệp Nam Tân Uyên | Khu Công nghiệp Nam Tân Uyên,,Bất động sản,Quản lý và phát triển bất động sản,Vận hành bất động sản,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:NTF,TICKER,NTF,CTCP Dược - Vật tư Y tế Nghệ An,2,180.0,CTCP Dược - Vật tư Y tế Nghệ An | Dược - Vật tư Y tế Nghệ An,,Y tế,Dược phẩm & Công nghệ sinh học,Dược phẩm,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:NTH,TICKER,NTH,CTCP Thủy điện Nước Trong,1,561.71,CTCP Thủy điện Nước Trong | Thủy điện Nước Trong,,Dịch vụ công cộng,Dịch vụ công cộng,Điện,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:NTL,TICKER,NTL,CTCP Phát triển Đô thị Từ Liêm,1,1524.75,CTCP Phát triển Đô thị Từ Liêm | Phát triển Đô thị Từ Liêm,,Bất động sản,Quản lý và phát triển bất động sản,Bất động sản phức hợp,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:NTP,TICKER,NTP,CTCP Nhựa Thiếu niên Tiền Phong,1,10549.6,CTCP Nhựa Thiếu niên Tiền Phong | Nhựa Thiếu niên Tiền Phong,,Nguyên vật liệu,Vật liệu xây dựng,Vật liệu xây dựng,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
SECURITY_OTHER:NTSF,SECURITY_OTHER,NTSF,NTSF,1,,,,Hàng tiêu dùng thiết yếu,Thực phẩm & Đồ uống,Thực phẩm,industry_classification/industry_classification.xlsx
TICKER:NTT,TICKER,NTT,CTCP Dệt - May Nha Trang,2,267.9,CTCP Dệt - May Nha Trang | Dệt - May Nha Trang,,Hàng tiêu dùng không thiết yếu,Hàng tiêu dùng lâu bền và trang phục,"Dệt may & Trang phục, phụ kiện",company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:NTW,TICKER,NTW,CTCP Cấp nước Nhơn Trạch,2,166.0,CTCP Cấp nước Nhơn Trạch | Cấp nước Nhơn Trạch,,Dịch vụ công cộng,Dịch vụ công cộng,Nước,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:NVB,TICKER,NVB,Ngân hàng TMCP Quốc Dân,1,33340.81,Ngân hàng TMCP Quốc Dân | Quốc Dân,,Tài chính,Ngân hàng,Ngân hàng,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:NVL,TICKER,NVL,CTCP Tập đoàn Đầu tư Địa ốc No Va,1,28704.71,CTCP Tập đoàn Đầu tư Địa ốc No Va | Đầu tư Địa ốc No Va,,Bất động sản,Quản lý và phát triển bất động sản,Bất động sản phức hợp,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:NVP,TICKER,NVP,CTCP Nước sạch Vĩnh Phúc,2,118.4,CTCP Nước sạch Vĩnh Phúc | Nước sạch Vĩnh Phúc,,Dịch vụ công cộng,Dịch vụ công cộng,Nước,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:NVT,TICKER,NVT,CTCP Bất động sản Du lịch Ninh Vân Bay,1,660.65,CTCP Bất động sản Du lịch Ninh Vân Bay | Bất động sản Du lịch Ninh Vân Bay,,Hàng tiêu dùng không thiết yếu,Hàng tiêu dùng lâu bền và trang phục,"Khách sạn, nhà hàng & Giải trí",company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:OCB,TICKER,OCB,Ngân hàng TMCP Phương Đông,1,31237.6,Ngân hàng TMCP Phương Đông | Phương Đông | Ngân hàng Phương Đông,,Tài chính,Ngân hàng,Ngân hàng,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:OCH,TICKER,OCH,CTCP One Capital Hospitality,1,1300.0,CTCP One Capital Hospitality | One Capital Hospitality,,Hàng tiêu dùng không thiết yếu,Hàng tiêu dùng lâu bền và trang phục,"Khách sạn, nhà hàng & Giải trí",company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:ODE,TICKER,ODE,CTCP Tập đoàn Truyền thông và Giải trí ODE,1,452.0,CTCP Tập đoàn Truyền thông và Giải trí ODE | Truyền thông và Giải trí ODE,,Hàng tiêu dùng không thiết yếu,Truyền thông và xuất bản,Truyền thông và xuất bản,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:OGC,TICKER,OGC,CTCP Tập đoàn Đại Dương,1,636.0,CTCP Tập đoàn Đại Dương | Đại Dương,,Bất động sản,Quản lý và phát triển bất động sản,Bất động sản phức hợp,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:OIL,TICKER,OIL,Tổng Công ty Dầu Việt Nam - CTCP,1,14375.79,Tổng Công ty Dầu Việt Nam - CTCP | Dầu Việt Nam,,Năng lượng,Năng lượng,Dầu khí,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:OPC,TICKER,OPC,CTCP Dược phẩm OPC,1,1495.04,CTCP Dược phẩm OPC | Dược phẩm OPC,,Y tế,Dược phẩm & Công nghệ sinh học,Dược phẩm,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:ORS,TICKER,ORS,CTCP Chứng khoán Tiên Phong,1,8111.1,CTCP Chứng khoán Tiên Phong | Chứng khoán Tiên Phong,,Tài chính,Công ty chứng khoán,Công ty chứng khoán,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:PAC,TICKER,PAC,CTCP Pin Ắc quy Miền Nam,1,1058.15,CTCP Pin Ắc quy Miền Nam | Pin Ắc quy Miền Nam,,Công nghiệp,Tư liệu sản xuất,Thiết bị điện,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:PAN,TICKER,PAN,CTCP Tập đoàn PAN,1,4587.32,CTCP Tập đoàn PAN | PAN,,Hàng tiêu dùng thiết yếu,Thực phẩm & Đồ uống,Thực phẩm,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:PAP,TICKER,PAP,CTCP Dầu khí Đầu tư Khai thác Cảng Phước An,1,10353.0,CTCP Dầu khí Đầu tư Khai thác Cảng Phước An | Dầu khí Đầu tư Khai thác Cảng Phước An,,Công nghiệp,Cơ sở hạ tầng giao thông vận tải,Dịch vụ cảng biển,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:PAT,TICKER,PAT,CTCP Phốt Pho Apatit Việt Nam,1,1750.0,CTCP Phốt Pho Apatit Việt Nam | Phốt Pho Apatit Việt Nam,,Nguyên vật liệu,Nguyên vật liệu,Hóa chất,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:PBC,TICKER,PBC,CTCP Dược phẩm Trung ương I - Pharbaco,1,606.83,CTCP Dược phẩm Trung ương I - Pharbaco | Dược phẩm Trung ương I - Pharbaco,,Y tế,Dược phẩm & Công nghệ sinh học,Dược phẩm,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
