entity_id,type,code,canonical_name,tier,market_cap_bil,aliases,parent,gics1,gics2,gics3,sources
TICKER:PBT,TICKER,PBT,CTCP Bao bì và Thương mại dầu khí Bình Sơn,2,208.52,CTCP Bao bì và Thương mại dầu khí Bình Sơn | Bao bì và Thương mại dầu khí Bình Sơn,,Nguyên vật liệu,Nguyên vật liệu,Hóa chất,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:PC1,TICKER,PC1,CTCP Tập Đoàn PC1,1,8328.53,CTCP Tập Đoàn PC1 | PC1,,Công nghiệp,Tư liệu sản xuất,Xây dựng,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:PCB,TICKER,PCB,PCB,1,7470.0,,,,,,trading_data/market_caps.parquet ; trading_data/os.xlsx
TICKER:PCC,TICKER,PCC,CTCP Tập đoàn Xây lắp 1 - Petrolimex,2,248.4,CTCP Tập đoàn Xây lắp 1 - Petrolimex | Xây lắp 1 - Petrolimex,,Công nghiệp,Tư liệu sản xuất,Xây dựng,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:PCE,TICKER,PCE,CTCP Phân bón và Hóa chất Dầu khí Miền Trung,2,178.0,CTCP Phân bón và Hóa chất Dầu khí Miền Trung | Phân bón và Hóa chất Dầu khí Miền Trung,,nan,nan,nan,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:PCH,TICKER,PCH,CTCP Picomat Holding,1,492.11,CTCP Picomat Holding | Picomat Holding,,Hàng tiêu dùng không thiết yếu,Bán lẻ,Bán lẻ,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:PCT,TICKER,PCT,CTCP Vận tải biển Global Pacific,1,808.36,CTCP Vận tải biển Global Pacific | Vận tải biển Global Pacific,,Hàng tiêu dùng không thiết yếu,Bán lẻ,Bán lẻ,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:PDB,TICKER,PDB,CTCP Tập đoàn Đầu tư Din Capital,2,212.06,CTCP Tập đoàn Đầu tư Din Capital | Đầu tư Din Capital,,Nguyên vật liệu,Vật liệu xây dựng,Vật liệu xây dựng,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:PDN,TICKER,PDN,CTCP Cảng Đồng Nai,1,4684.2,CTCP Cảng Đồng Nai | Cảng Đồng Nai,,Công nghiệp,Cơ sở hạ tầng giao thông vận tải,Dịch vụ cảng biển,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:PDR,TICKER,PDR,CTCP Phát triển Bất động sản Phát Đạt,1,11524.7,CTCP Phát triển Bất động sản Phát Đạt | Phát triển Bất động sản Phát Đạt,,Bất động sản,Quản lý và phát triển bất động sản,Bất động sản phức hợp,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:PDV,TICKER,PDV,CTCP Vận Tải Và Tiếp Vận Phương Đông Việt,1,661.49,CTCP Vận Tải Và Tiếp Vận Phương Đông Việt | Vận Tải Và Tiếp Vận Phương Đông Việt,,Công nghiệp,Vận tải,Hỗ trợ vận tải,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:PEG,TICKER,PEG,Tổng Công ty Thương mại Kỹ thuật và Đầu tư - CTCP,1,1194.61,Tổng Công ty Thương mại Kỹ thuật và Đầu tư - CTCP | Thương mại Kỹ thuật và Đầu tư,,Năng lượng,Năng lượng,Dầu khí,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:PEQ,TICKER,PEQ,CTCP Thiết bị Xăng dầu Petrolimex,2,209.05,CTCP Thiết bị Xăng dầu Petrolimex | Thiết bị Xăng dầu Petrolimex,,Hàng tiêu dùng không thiết yếu,Bán lẻ,Bán lẻ,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:PET,TICKER,PET,Tổng Công ty cổ phần Dịch vụ Tổng hợp Dầu khí,1,5710.04,Tổng Công ty cổ phần Dịch vụ Tổng hợp Dầu khí | Dịch vụ Tổng hợp Dầu khí,,Hàng tiêu dùng không thiết yếu,Bán lẻ,Bán lẻ,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:PGB,TICKER,PGB,Ngân hàng TMCP Thịnh vượng và Phát triển,1,7033.94,Ngân hàng TMCP Thịnh vượng và Phát triển | Thịnh vượng và Phát triển,,Tài chính,Ngân hàng,Ngân hàng,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:PGC,TICKER,PGC,Tổng Công ty Gas Petrolimex - CTCP,1,890.0,Tổng Công ty Gas Petrolimex - CTCP | Gas Petrolimex,,Năng lượng,Năng lượng,Dầu khí,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:PGD,TICKER,PGD,CTCP Phân phối khí thấp áp Dầu khí Việt Nam,1,2177.94,CTCP Phân phối khí thấp áp Dầu khí Việt Nam | Phân phối khí thấp áp Dầu khí Việt Nam,,Năng lượng,Năng lượng,Dầu khí,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:PGI,TICKER,PGI,Tổng Công ty cổ phần Bảo hiểm Petrolimex,1,2450.82,Tổng Công ty cổ phần Bảo hiểm Petrolimex | Bảo hiểm Petrolimex,,Tài chính,Bảo hiểm,Bảo hiểm,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:PGS,TICKER,PGS,CTCP Kinh doanh Khí Miền Nam,1,3799.91,CTCP Kinh doanh Khí Miền Nam | Kinh doanh Khí Miền Nam,,Năng lượng,Năng lượng,Dầu khí,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:PGV,TICKER,PGV,Tổng Công ty Phát điện 3 - CTCP,1,25844.25,Tổng Công ty Phát điện 3 - CTCP | Phát điện 3,,Dịch vụ công cộng,Dịch vụ công cộng,Điện,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:PHC,TICKER,PHC,CTCP Xây dựng Phục Hưng Holdings,2,204.75,CTCP Xây dựng Phục Hưng Holdings | Xây dựng Phục Hưng Holdings,,Công nghiệp,Tư liệu sản xuất,Xây dựng,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:PHN,TICKER,PHN,CTCP Pin Hà Nội,1,402.59,CTCP Pin Hà Nội | Pin Hà Nội,,Công nghiệp,Tư liệu sản xuất,Thiết bị điện,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:PHP,TICKER,PHP,CTCP Cảng Hải Phòng,1,13830.41,CTCP Cảng Hải Phòng | Cảng Hải Phòng,,Công nghiệp,Cơ sở hạ tầng giao thông vận tải,Dịch vụ cảng biển,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:PHR,TICKER,PHR,CTCP Cao su Phước Hòa,1,7585.25,CTCP Cao su Phước Hòa | Cao su Phước Hòa,,Hàng tiêu dùng không thiết yếu,Ô tô & Phụ tùng,Lốp & Cao su,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:PHS,TICKER,PHS,CTCP Chứng khoán Phú Hưng,1,2575.1,CTCP Chứng khoán Phú Hưng | Chứng khoán Phú Hưng,,Tài chính,Công ty chứng khoán,Công ty chứng khoán,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:PIA,TICKER,PIA,CTCP Tin học Viễn thông Petrolimex,2,109.2,CTCP Tin học Viễn thông Petrolimex | Tin học Viễn thông Petrolimex,,Công nghệ,Phần cứng,Phần cứng,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:PIC,TICKER,PIC,CTCP Đầu tư Điện lực 3,1,463.42,CTCP Đầu tư Điện lực 3 | Đầu tư Điện lực 3,,Dịch vụ công cộng,Dịch vụ công cộng,Điện,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:PIS,TICKER,PIS,Tổng Công ty Pisico Bình Định - CTCP,1,316.25,Tổng Công ty Pisico Bình Định - CTCP | Pisico Bình Định,,Nguyên vật liệu,Giấy và các sản phẩm từ gỗ,Gỗ và các sản phẩm từ gỗ,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:PIT,TICKER,PIT,CTCP Xuất nhập khẩu Petrolimex,2,129.31,CTCP Xuất nhập khẩu Petrolimex | Xuất nhập khẩu Petrolimex,,Hàng tiêu dùng không thiết yếu,Bán lẻ,Bán lẻ,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:PIV,TICKER,PIV,CTCP PIV,2,110.88,CTCP PIV | PIV,,Hàng tiêu dùng không thiết yếu,Bán lẻ,Bán lẻ,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:PJC,TICKER,PJC,CTCP Thương mại và Vận tải Petrolimex Hà Nội,2,234.46,CTCP Thương mại và Vận tải Petrolimex Hà Nội | Thương mại và Vận tải Petrolimex Hà Nội,,Hàng tiêu dùng không thiết yếu,Bán lẻ,Bán lẻ,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:PJS,TICKER,PJS,CTCP Cấp nước Phú Hòa Tân,2,198.0,CTCP Cấp nước Phú Hòa Tân | Cấp nước Phú Hòa Tân,,Dịch vụ công cộng,Dịch vụ công cộng,Nước,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:PJT,TICKER,PJT,CTCP Vận tải Xăng dầu Đường Thủy Petrolimex,2,228.67,CTCP Vận tải Xăng dầu Đường Thủy Petrolimex | Vận tải Xăng dầu Đường Thủy Petrolimex,,Công nghiệp,Vận tải,Vận tải biển,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:PLC,TICKER,PLC,Tổng Công ty Hóa dầu Petrolimex - CTCP,1,1502.83,Tổng Công ty Hóa dầu Petrolimex - CTCP | Hóa dầu Petrolimex,,Nguyên vật liệu,Nguyên vật liệu,Hóa chất,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:PLP,TICKER,PLP,CTCP Sản xuất và Công nghệ Nhựa Pha Lê,1,360.9,CTCP Sản xuất và Công nghệ Nhựa Pha Lê | Sản xuất và Công nghệ Nhựa Pha Lê,,Nguyên vật liệu,Nguyên vật liệu,Hóa chất,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:PLX,TICKER,PLX,Tập đoàn Xăng Dầu Việt Nam,1,44788.38,Tập đoàn Xăng Dầu Việt Nam | Xăng Dầu Việt Nam | Petrolimex,,Năng lượng,Năng lượng,Dầu khí,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:PMB,TICKER,PMB,CTCP Phân bón và Hóa chất Dầu khí Miền Bắc,2,117.6,CTCP Phân bón và Hóa chất Dầu khí Miền Bắc | Phân bón và Hóa chất Dầu khí Miền Bắc,,nan,nan,nan,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:PMC,TICKER,PMC,CTCP Dược phẩm Dược liệu Pharmedic,1,1119.91,CTCP Dược phẩm Dược liệu Pharmedic | Dược phẩm Dược liệu Pharmedic,,Y tế,Dược phẩm & Công nghệ sinh học,Dược phẩm,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:PMG,TICKER,PMG,CTCP Đầu tư và Sản xuất Petro Miền Trung,2,296.55,CTCP Đầu tư và Sản xuất Petro Miền Trung | Đầu tư và Sản xuất Petro Miền Trung,,Năng lượng,Năng lượng,Dầu khí,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:PMS,TICKER,PMS,CTCP Cơ khí Xăng dầu,2,248.46,CTCP Cơ khí Xăng dầu | Cơ khí Xăng dầu,,Công nghiệp,Tư liệu sản xuất,Máy công nghiệp,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:PMW,TICKER,PMW,CTCP Cấp nước Phú Mỹ,1,1724.99,CTCP Cấp nước Phú Mỹ | Cấp nước Phú Mỹ,,Dịch vụ công cộng,Dịch vụ công cộng,Nước,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:PNC,TICKER,PNC,CTCP Văn hóa Phương Nam,2,279.7,CTCP Văn hóa Phương Nam | Văn hóa Phương Nam,,Hàng tiêu dùng không thiết yếu,Truyền thông và xuất bản,Truyền thông và xuất bản,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:PNG,TICKER,PNG,CTCP Thương mại Phú Nhuận,1,405.9,CTCP Thương mại Phú Nhuận | Thương mại Phú Nhuận,,Hàng tiêu dùng không thiết yếu,Hàng tiêu dùng lâu bền và trang phục,"Khách sạn, nhà hàng & Giải trí",company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:PNJ,TICKER,PNJ,CTCP Vàng bạc Đá quý Phú Nhuận,1,18370.82,CTCP Vàng bạc Đá quý Phú Nhuận | Vàng bạc Đá quý Phú Nhuận,,Hàng tiêu dùng không thiết yếu,Bán lẻ,Bán lẻ,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:PNP,TICKER,PNP,CTCP Tân Cảng - Phú Hữu,1,317.17,CTCP Tân Cảng - Phú Hữu | Tân Cảng - Phú Hữu,,Công nghiệp,Cơ sở hạ tầng giao thông vận tải,Dịch vụ cảng biển,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:POB,TICKER,POB,CTCP Xăng dầu Dầu khí Hưng Yên,1,501.4,CTCP Xăng dầu Dầu khí Hưng Yên | Xăng dầu Dầu khí Hưng Yên,,nan,nan,nan,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:POM,TICKER,POM,CTCP Thép Pomina,1,974.9,CTCP Thép Pomina | Thép Pomina,,Nguyên vật liệu,Kim loại & Khai khoáng,Thép,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:POS,TICKER,POS,CTCP Vận hành và Xây lắp PTSC,1,667.0,CTCP Vận hành và Xây lắp PTSC | Vận hành và Xây lắp PTSC,,Năng lượng,Năng lượng,Dầu khí,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:POT,TICKER,POT,CTCP Thiết bị Bưu điện,1,425.52,CTCP Thiết bị Bưu điện | Thiết bị Bưu điện,,Công nghiệp,Tư liệu sản xuất,Thiết bị điện,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:POW,TICKER,POW,Tổng Công ty Điện lực Dầu khí Việt Nam - CTCP,1,38041.29,Tổng Công ty Điện lực Dầu khí Việt Nam - CTCP | Điện lực Dầu khí Việt Nam | PV Power | PVPower,,Dịch vụ công cộng,Dịch vụ công cộng,Điện,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:PPC,TICKER,PPC,CTCP Nhiệt điện Phả Lại,1,2811.78,CTCP Nhiệt điện Phả Lại | Nhiệt điện Phả Lại,,Dịch vụ công cộng,Dịch vụ công cộng,Điện,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:PPH,TICKER,PPH,Tổng Công ty cổ phần Phong Phú,1,1991.47,Tổng Công ty cổ phần Phong Phú | Phong Phú,,Hàng tiêu dùng không thiết yếu,Hàng tiêu dùng lâu bền và trang phục,"Dệt may & Trang phục, phụ kiện",company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
